,Comments,label
2392,"Well, sometimes people tend to forget that this place is an encyclopedia, not a gossip site. Colin is one of my favorite rally idols and I really hope he's still alive.",0
1608,"This song was coverd by Paul Torrence, Tanner Viox, The Banjo sisters, and The super BEbop Boys featuring Al Gore.",0
1109,Jeff G. ツ likes to rape goats while illegal aliens choke him and shove broken glass in his ass.,1
2658,"This Is What Brad Pitt Has Been Texting Jennifer Aniston

It has been six months since Brangelina (that's Brad Pitt and Angelina Jolie for anyone who has been living under a rock for the last twelve years) announced their split. The couple famously met on set of Mr & Mrs Smith in 2004 while Brad was already married to Friends star Jennifer Aniston, and they sparked a media frenzy when Brad left Jen and pursued a relationship with Ange a short while later.

It might sound like an EastEnders-worthy love triangle, but it was all very real for Jen, and Brangelina happened for a good thirteen years before it suddenly broke down at the end of last year.

But anyone gunning for a friendly reunion between Brad and Jen (is Bren a thing?) after all these years may finally get their wish, as it has been reported that the two are 'texting' amidst Brad's divorce from Angelina.

According to US Weekly, Brad reached out to Jen to wish her a happy 48th birthday in February and the former couple started making baby steps to rebuilding their broken relationship.

A source told the publication: 'They started talking once he wished her a happy birthday.

'Brad's told her he's having a hard time with his split and they exchanged a few texts reminiscing about the past.'

However, anyone hoping that Bren is going to happen again will be sorely disappointed. Jennifer has been married to Justin Theroux since 2015 and the source confirms that Justin is more than happy for his wife to be in contact with her ex.

'Justin is okay with them being friends [as he knows] Jen just wanted to be nice,' the source said.

We're so glad that these two are finally in a place where they can be friends again (ahem, pun intended).
",0
1351,"Referring to her as *Catherine* 

I was told in no uncertain terms that I could NOT refer to anyone, living or dead, by their 1st names on WP, & if a female had a title, she had to be referred to as that throughout her article - ie, *Lady Amy* or *Lady Dudley* for Amy Robsart, even though *Lady Amy* was wrong before she was married as she was the daughter of a knight & had no title, & wrong after Northumberland was attainted & all his children lost their styles as offspring of an earl & a duke, & she did not become *Lady Dudley* until Elizabeth I knighted Robert Dudley near the end of Amy's life nor was she then *Lady Amy Dudley* as legally she was no longer the wife of the son of an earl & duke.  I thought it was simpler to refer to her as just *Amy* throughout rather than explain the changes that occurred with her name & styles, but was told it was against WP *rules* (though I wasn't pointed to a link for it).  Noblewomen are usually called by their 1st names round here as far as I can see, even when they have surnames & are not *of* something!  Mary Boleyn is called *Mary*, not *Lady Carey* or *Lady Stafford*, Catherine Neville is called *Catherine* & not *the Duchess of Norfolk*, etc, & they're not royals.  

As for males, I was told they had to be referred to by their title - ie, *Leicester* -  or last name - ie, *Dudley*.  I was banging head on keyboard going, but - no one just says *the king* all the time or refers to them as *Plantagenet* or keeps changing their titles - ie, Henry of Bolingbroke going from Earl of Derby to Duke of Hereford to Duke of Lancaster to King of England -  

So how does Kate get to be consistently referred to as *Catherine* throughout the article, without her title appended?  I've only been here a few months & I would appreciate it if someone could actually explain this to me, as my main interest is British history & I am quite confused.",0
2842,"Jennifer Aniston wants to set up a wellness centre

Jennifer Aniston wants to open a wellness centre in the future. The space would house treatments, as well as a healthy cafe.

""My dream is to open a wellness centre. I have a fantasy where you have this beautiful space with facialists, rotating workouts, meditation classes, and a café with recipes that are healthier versions of delicious foods so you're not deprived,"" she told US Harper's Bazaar.

""I'm working on it in my brain. Not to sound all woo-woo, but if you go out into the world with inner peace, you're more joyful. There's a life's-too-short policy that I now have with my work; no negative Nancies. So I'm looking forward to my facial.""

Aniston also shared her surprising tanning method - and, guaranteed, you probably have this ingredient at home.

""Yes, [I use] baby oil and Coca-Cola, or some weird combination,"" she says. ""Being Greek, we love our tanning, but I've been on hiatus. And I miss it. It brought me a lot of happiness being able to lay out there and get that vitamin D, but I've become very comfortable with a good spray tan.""

Her friend and comedian Amy Sedaris, who conducted the interview, also shared her memories of Aniston's wedding to Justin Theroux.

""Everything about that wedding was perfect,"" said Sedaris. ""Everyone was dressed like a bunch of woodland creatures, and your dress looked so beautiful and breezy. Justin [Theroux] asked me to be his best man two days before, and I was really scared. Jimmy Kimmel [who officiated at the nuptials] said, ""Amy, you have one job: Just hand me the rings separately."" Of course, I handed both to him.""
",0
471,"""""""Wikipedia is a free online encyclopedia that can unfortunately be edited by dopers,
children,felons,feeble-minded people,morons, fools and worse.""""  Marcus Smerf

""",1
407,"is dope you.  Hey Rick James, leave Rick James alone",1
253,"AGAIN
Every edit I did to the Jackie chan movies of the U.S Versions of how many minutes were cut are correct and you cocksuckers revert back to the original versions, you better back off or I will sue you.",1
1331,"""

Please do not accuse members of vandalism. I do not mind if you change the word unique to prominent or remove stories of dreams etc. but you have vandalised the page and made a statement biased by saying that Dr. Qadri """"only"""" sent out a referendum so I reverted the whole edit. You have also reciently vandalised the page by removing the names of the Yemeni scholars who recieved Dr. Qadri's Ijaza including the pictures and this is a clear form of vandalism so before accusing other members of vandalism do not vandalise the page yourself. What I did was clearly not vandalism as I only reverted your edit and any changes you made and brought the page back to its previous form. So would you first kindly read the rules of wikipedia and find out the definition of vandalism before accusing experienced users. You are still new to wikipedia I'm afraid and you need to learn how it works and the different rules of wikipedia before making any further edits.   """,0
1834,"A photograph of John D. Terrell, Sr. 

Does anyone here know where we can obtain a photograph of the said John D. Terrell, Sr.?",0
2528,"Caitlyn Jenner and O.J. Simpson Are Set to Reunite on TV: ""It Would Be Fascinating!"" (EXCLUSIVE)

It’s hard to get much more sensational than this: a TV show pairing the world’s most famous transgender celebrity with the world’s most famous acquitted murder suspect — especially when both have connections to the Kardashians! Life & Style has exclusively learned that TV producers have come up with an idea to bring O.J. Simpson and his old pal Caitlyn Jenner together in a televised reunion.

The former football star, 70, who was acquitted of double homicide in 1995 and completed a nine-year prison stint on Oct. 1 for a 2007 armed robbery and kidnapping, has known Caitlyn, 68, since she was Olympic gold medalist Bruce. They also share the Kardashian connection: Long before Caitlyn married into the family, O.J. was best buds with Kris’ first husband, Robert. O.J. should be interested in the show, a source says, but there’s a snag: Caitlyn has “wanted nothing to do with O.J.” since the NFL star was charged with murdering his ex-wife Nicole Brown Simpson and her friend Ron Goldman.

Though they haven’t approached her yet, producers are hoping to convince Caitlyn to sign on by pitching it as “an informative, interview-type show,” the source says, in which she introduces O.J. to the new Caitlyn and asks him probing questions about his ups and downs. “If they do it right,” says the source, “it would be fascinating.”

And while the public, might be hesitant to watch such a reunion, the producers are convinced plenty of people will tune in to view the show. “Love them or hate them,” says a source, “putting Caitlyn and O.J. in the same room would be must-see TV.”
",2
999,"You're both morons.  David Levy, you're the ONLY person with a problem with the move, so I'm not sure what consensus you're referring to.  Scorpion, relatively popularity is meaningless.  They both have the same name.  Ergo, there should be a disambiguation page.  Since neither of you seems to have a clue, I'm not going to waste my time here anymore.  Good luck with your fan page, idiot.  And good luck with your fascism, Levy.",1
1916,"(UTC)

[Scriptural Evidence] Volume 7, Book 62, Number 64: Sahih Bukhari [the most venerated and authentic Islamic source] Narrated 'Aisha: that the Prophet married her when she was six years old and he consummated his marriage when she was nine years old, and then she remained with him for nine years (i.e. till his death).72.225.231.210  20:16, 26 July 2009",0
1739,"""

 Section needs to be edited 

This line about New Hampshire is not very accurate:

On January 17, 2000, for the first time, Martin Luther King Day was officially observed in all 50 states.[4] Prior to that New Hampshire and Arizona did not observe the day.

In fact, New Hampshire passed """"Civil Rights Day"""" in 1991, to honor Dr King, and other civil rights activists like Rosa Parks and Malcolm X.  Since the article states clearly that other states, such as Utah, have different names for the holiday, including combining it with Confederate military heroes, this sentence does not seem justifiable.  The article leaves the impression that New Hampshire was some sort of bigoted state, that was one of the last to recognize this holiday.

I am a newbie to Wikipedia, how do we fix this?""",0
2343,"""

Requests for comment
I've echoed the suggestions of Mackensen and others that you take this to Wikipedia:Requests for comment.  Your most recent reply on Mackensen's talk page is:

 I could, but I think Arbcom should accept the case with or without an RfC. There's too much misconduct to willfully ignore. Besides, you're only asking me to do that to delay the inevitable, why would I ever take that advice?

There are several problems with this response:
 Firstly a number of other editors have asked you to go through RfC: , the  closer or the first Articles for deletion discussion, , who as far as I can tell played no part in earlier discussions,  who also seems to have been absent from earlier discussions, and , an arbitrator who in rejecting the case said """"If you can't be bothered with an RfC then we can't be bothered with an arbitration case.""""  has also remarked on your failure to follow process here.
 Again you allege misconduct, on a scale too great """"to wilfully ignore"""".  If there appears to be such a level of misconduct and yet the arbitrators can't see it, it looks like you'll have to make it more apparent to them.

But finally, despite all the others including arbitrators who have asked you to go to RfC, you say that I in particular am only asking you to go to RfC """"to delay the inevitable"""".  Well I'm not sure that you and I can agree on what """"the inevitable"""" is in this case.  To my eyes this looks a case on which you really wouldn't like to hear what the arbitrators have to say, and they've hinted on this in their comments on the case.  But since they're obviously not going to accept the case until you've at least made an honest attempt to conduct some intermediate steps in dispute resolution, I'm urging you to do so.  If an arbitration case follows, the sooner the better as far as I'm concerned, so get cracking. Tony Sidaway """,0
952,"Nick GaS is coming back! 

It's coming to the UK! 
Cyphoidbomb is gay! 
It's coming to the UK! 
Cyphoidbomb is gay!",1
2656,"Is Ryan Seacrest Quitting 'Live'?

Ryan Seacrest is reportedly having a hard time adjusting to life in New York City. The talk show and radio host is renting a place in Manhattan so that he can be in the Big Apple during the week in order to host Live! with Kelly Ripa each morning. However, a new report from Radar Online claims that Seacrest — who had previously been living in Los Angeles — is “miserable” on the East Coast.

“Ryan is miserable. [Moving was] the biggest mistake of his life. He hasn’t embraced the city and hasn’t been going out to the restaurants or parties. He’s invited to almost every event every night and doesn’t go! He’s such an LA guy and is finding NYC tough. The weather and the hustle of the city is too much. He can’t wait until the weekends to fly back to his beloved LA,” a source told the popular gossip site.

Although Radar Online doesn’t name a source and has been known to fabricate stories from time to time, this one has some people convinced. It seems more than obvious that Seacrest loved living in Los Angeles and he travels to the West Coast so frequently that one could assume he’s unhappy in New York. He has been rooted in California for years and is used to a different way of life. Moving across the country would be a huge change for anyone, let alone someone famous who has loved that LA lifestyle for so long.

This new report coincides with constant rumors that Seacrest and his Live! co-host, Kelly Ripa, aren’t getting along. Although the two have been pals for many years, sources have said that they are at each other’s throats and that their on-air chemistry (which some fans wouldn’t argue doesn’t even exist) ends the moment the cameras stop rolling.

As previously reported by the Inquisitr, ratings on Live! have dipped since the announcement that Seacrest was the new co-host. However, that dip was almost to be expected, given the hype built up around the announcement, which had been building for a whole year. However, sources have said that Seacrest wasn’t Ripa’s first choice — and maybe not even her second choice. For fans of Live!, Seacrest wasn’t even in their top five (favorite contenders included Andy Cohen, Anderson Cooper, Fred Savage, Jerry O’Connell, and even Kelly’s husband, Mark Consuelos).

So, if any of these rumors are true, will Seacrest end up leaving Live!? It is definitely a possibility. However, the gig hasn’t seemed right for Seacrest since his name was announced on Monday, May 1. Some fans feel that he wasn’t the best choice to be Ripa’s co-host — and maybe that’s going to turn out to be true.

There are plenty of rumors out there suggesting that Seacrest is going to leave Live! in 2018. It is entirely possible that he will want to move back to Los Angeles — and that he may ink a deal to host the new American Idol. That gig has been a part of him for so many years that it almost seems impossible for the show to be successful without him.

Details of Seacrest’s contract with Live! are unknown. He may have signed a one-year deal or he may have signed a multi-year deal. However, there are always ways for someone to get around something if they aren’t happy or it’s not working.

Do you think Seacrest and Ripa are good together? Do you think Seacrest would prefer to move back to Los Angeles and leave morning talk in the past? Share your thoughts in the comments section below.
",2
2347,"My Rfa
 Hello, Alan. Thank you very much for your kind support in my recent Rfa, it succeeded! I hope to live up to your expectations. My congratulations on your not-so-recent Rfa, and your delightful new signature, too. See you! PeaceNT",0
1780,"""::::::::If that is true, then delete this portion """"On January 10, 2009, Bush and his son were both present at the commissioning of the USS George H. W. Bush (CVN-77), the tenth and last Nimitz class supercarrier of the United States Navy.[81][82] President Bush paid a visit to the carrier again on May 26, 2009.[83]"""" because in 50 years, nobody is going to care that he visited an aircraft carrier

Ubnless of course you really are pursuing a personal agenda.   
""",0
672,"""

Oh my god, you are a bitch.►''''''Holla! """,1
1735,"""

None: Beefart replies

Thanks for you comments. Few take the time to discuss grammar on Wikipedia and it shows in many articles. I disagree with you about 'none'. The word comes from the Old Norse ne an, which means, literally """"no one"""". In my view, to get the sense of any usage of 'none' we must expand it in our minds to """"no one"""". It is impossible to say """"no one are dinosaurs"""". It has to be """"no one is a dinosaur"""". Here are two examples from the OED: (E.J. Howard): Except for her eyes, none of her features was remarkable. (P. Rose): People sought her... but none was a companion. HOWEVER, the plot thickens, because the OED also gives this example from Graham Greene, who is highly regarded as a writer: None of our wives are invited. This flies in the face of the first two examples and suggests that the OED has given up the fight. Maybe I ought to as well ) ). There are of course some situations where expanding """"none"""" to """"no one"""" does not make any sense as either a singular or a plural. (e.g. None of the increase is due to...). Here the best we can hope for is to propose that """"none"""" is a synonym for """"nothing"""". I personally try to avoid expressions such as """"None of the increase"""" and would be inclined to write """"No part of the increase""""... """,0
2794,"Jamie Foxx and Katie Holmes Hit New York Fashion Week

Jamie Foxxand Katie Holmes have hit the Big Apple. 

This unconfirmed pair has a knack for popping up in the same city around the same time and it happened again when the two actors were spotted separately throughout Manhattan this week as the bi-annual fashion week comes to another close.

While the Logan Lucky actress headed to fashion shows for Lanyu and Ralph Lauren earlier in the week, the musician attended other events around town, including the Sherri Hill fashion show, in which his daughter walked on Tuesday night, and the Hand in Hand celebrity benefit for hurricane relief.  

While the Manhattan shutterflies haven't caught the two together, it's only been a week since a source confirmed the two stars spent Labor Day in Malibu together, ""holding hands"" along the sand. 

""They went in the water and were splashing around, flirting and getting close,"" the source added, describing the outing as a ""romantic date."" TMZ also published photos of their holiday rendezvous. Meanwhile, the two have yet to confirm their longtime speculated romantic link. ""They are really happy,"" an insider previously told E! News. ""It's easy and they are for sure very much in love.""

Rochlin/Hand in Hand/Getty Images; Clint Spaulding/WWD/REX/Shutterstock
Though we can only purely speculate that the two may have crossed paths while in New York, Foxx was focused on another special lady—his daughter, Corinne Bishop. The actor was a proud dad Tuesday night as Bishop strutted the catwalk in elegant evening couture at Sherri Hill.  

""He's like my number one fan,"" she told E! News of her father backstage at the show. Once she hit the runway, the star could be seen sitting front row with his phone glued on his daughter, capturing her every step. 

As he told reporters backstage, ""For any father with young kids, we hope that they find something that they want to do and they find something that makes them feel good about it.""

",0
1031,I should be unblocked cos Alex aka skater is actually gay as my mate olly bummed him last night!!!,1
1108,Youngamerican is a chicken shit cock sucking bastard and his mother is a slutty whore!,1
310,"""

Joe Johnston is honestly an idiot and has been blabbing about JP4 for almost 10 years. The JP trilogy is dead. The new film, if there will even be one, won't use the JP4 title. It's really stupid and annoying how much information contradicts each other.  (mailbox) """,1
833,"No wonder I'm being uncivil, when you're stupid. Look at my block log, I wasn't blocked for uncivility or even edit-warring, sure block me for that, I don't care, but I was blocked on wrong bases and if you wanna block, you gonna have to block the other guy aswell. But no, the blocking admin is protecting his own friend, can't you see it? Btw, about my revert wars recently, it has been with socks to , and even to this day  he is reverting with his socks.",1
2610,"Why Celine Dion and Cher hate each other

Cher wowed the crowd in a barely-there crystal encrusted outfit yesterday as she belted out ‘If I Could Turn Back Time’ and ‘Believe’ at the 2017 Billboard Music Awards.


But while the audience were thrilled with her performance, fellow singer Celine Dion was reportedly left unimpressed.

The legendary singers (who both take up residency in Las Vegas) sang at the BBMAs yesterday.

Dion was allegedly left fuming after Cher stole her thunder from the night despite giving a show-stopping performance of Titanic’s ‘My Heart Will Go On’ 20 years after the single was released.


‘There is already so much animosity between the two of them,’ a source told Radar Online.

‘Dion did her best to save face last night. But Las Vegas is her stomping grounds, and she felt like she should have been allotted more time for her performance.’

Cher, on the other hand, ‘does not care at all about the drama.’


",2
2292,"Niteshift, I would have tried for a few but so many articles that I seriously worked on were cut down so much, that I gave up.  Examples , Ron Duncan , and even Racism in martial arts where so much has been cut down .  I am not getting paid to write for wikipedia.  I am doing it because I like to spread knowledge of various subjects.  If they continuosuly get cut down it and even sources I suggest to use aren't even allowed it tells me to keep things short and simple.",0
2857,"Beyoncé and Jay Z welcome twins

There was no immediate word on the gender of the babies or their names.

The superstar singer and her mogul husband, who married in 2008, are also parents to a five-year-old daughter, Blue Ivy.

Queen Bey announced her pregnancy in February on Instagram.

""We would like to share our love and happiness. We have been blessed two times over. We are incredibly grateful that our family will be growing by two, and we thank you for your well wishes. The Carters, "" she posted.
",0
873,"What a sham. HAHAHAHA.

HAHAHAHA. This is so funny. 

That poor guy is totally flustered and confused.
So, I am just gonna let him go. lol.
I doubt if he is in a state to understand anything anymore. It will only confuse him further. lol.

He actually inadvertently helped me. lol. I wanted to close those superflous accounts anyway. LOL.

The admins involved are misinformed and confused too, policy understanding and applicability went for a toss, even when the policy is quite explicit. But never mind them. lol. I guess, they cant be expected to spend their time to go thru ALL messages carefully to really and actually understand a situation, so they just act willy-nilly and haphazardly.

BTW, If that guy calls me a Vandal, then I WILL call and consider him a TROLL. And he knows that. lol. Perhaps I should have followed the policy of not feeding the troll. lol.

He started the issue. Why does he get so worked up then?

HAHAHAHAHAHAHAHAHA. He cant take it? HAHAHAHAHAHAHAHAHAHA.

LOL.

Anyway, Sue, I am gonna be quite busy. Important stuff coming up.
I am really going to enjoy.

Will log in only after quite a while. Have a few ideas which can change the technical and general policy of wiki in a very fundamental way. Will have to chat with the concerned guy at wiki.

Anyway, you too have fun Sue.

Enjoy.

HAHAHAHAHAHA.

That guy sure amused me muchly. LOL. HAHAHAHAHAHAAHAHAHA.

Bye.",1
522,"Ooh I'm so scared, I'm quaking in my boots. Cunt.",1
1117,"Your foolish deletion of Snugglies

You make me very sad, KurtRaschke.  Snugglies would have gone on to become the most important article in the history of wikipedia.  Your name will forever be associated with the failed movement to strike down the truth of snugglies.  The Supreme Court of Snugglies, led by Chief Justice TheJoCrop, will decree that you and all of your descendants will forever be banished from society for your silliness.

Silly, silly, KurtRaschke.",1
1265,"Hello 

I am back.

Bongwarrior's user page will be attacked in 1 minute.",0
64,"Have you fallen on your head as a child? You are pathetic, Jingiby.",1
1607,"""""""After studying the phenomenon of electrolysis in 1874, the Anglo-Irish physicist G. Johnstone Stoney suggested that there existed a """"single definite quantity of electricity."""" He was able to estimate the value of the charge e of a monovalent ion by means of Faraday's laws of electrolysis.[10] """"
This means that chemistry is part of the definitio if the electron. The value of charge, was equated to faradays laws of electrolysis. There should be an section in the electron article on chemistry. *And if your going to mention obscure """"virtual electrons"""" why not mention chrystal fields, because that is fundamental to chemistry. *If your going to mention quantum physics, why cant you mention quantum chemsitry, because I think chemistry is just as important to physics if not more important. *And I think there should be a section on electrolysis.

""",0
1245,"""

 Randroide Answers to """"Next Step"""" 

Guys, I do not see you taking steps to Wikipedia:Requests for mediation.

I can not do this job because I always connect from """"filtered"""" institutional net-access, and following those steps could result in new, undesired, controversial """"truncation"""" of words by the software. I do not want that happenning.

Could you please follow the instructions in the link I provided?. Thank you. 

 Randroide answers to New reference by Burgas00 

  At last we agree on something!...of course that the new section is a good idea: The false """"suicidal"""" terrorists from PRISA will also be included there. 

Come oooooon, boys, start writing that section. I do not want all the kudos for myself: The new proposed article is, by now, an effort made only by me. 

But remember: NPOV and sources, all the sources. Just like me citing """"El País"""" in the section about the doubts about the genuineness of the 13th bomb. Cheers  

 

Indeed, a good point. And all the remarks in COPE too. And the """"moral certitudes"""" of Mariano Rajoy published in El Mundo.

  I agree with you 100%, Larean.

  What Randroide omits to mention on the section about the 13th bomb is that he only added balancing references when I insisted that he do so, the original version he created was entirely POV, as is much of the rest of the proposed article. Also, all the sources that he added from El Pais are only available to subscribers - NPOV it is not. 

  You are right, Southofwatford, in your """"Randroide omits..."""" section.

If you have not subscription to """"El País"""", I am sorry but that´s your problem. My """"institutional"""" access also has some advantages, like paid access to """"El País"""" (and many, many other publications and books). That´s one of the reasons for my exclusive use of """"filtered"""" Internet accesss: It´s much easier for me to work here due to the easy availability of sources.

Do you see?. The truncation of words is offsett (I think) by better sources.

BTW, if you write under a """"Randroide answers"""" section you are:
Invading """"my"""" space. I do not mind, really. But you are doing it.
Risking new truncations on your messages. To avoid this, please write OUTSIDE """"Randroide answers"""" sections.

If you think that the proposed article is POV, work in it to make it NPOV. The article is not """"mine"""".

  I'll take the risk of you truncating the reply and put it here, it's very short. The issue is not whether I subscribe to El País, its whether the people who read an article in the English Wikipedia subscribe to it. All sources used should be accessible to all readers of the article, putting in a source that readers will not be able to see just so you can claim the article is NPOV is, to my mind, completely unreasonable.

  

All sources used should be accessible to all readers of the article

Very funny, Southofwatford. 

I am going to follow this joke of yours.

Please propose also the deletion of all books as sources, because, did you know?, there is always someone without this or that book.
Delete all references to TV or radio stations, because that user in Brazil has no TV and no radio at home.
Delete all the references in spanish, because, did you know?, there are users who know no spanish.

It´s a pleasure to read this kind of funny jokes, really. I had a good laugh.

User:Southofwatford  How strange that you should find it so funny, after all most of the sources we are providing should enable users to find out more information about what is being sourced, so to deliberately choose sources that require those users to pay to see the information is not funny, it's simply bizarre. Equally, in the English Wikipedia I would argue that choosing a Spanish or other foreign language source when an equally valid source exists in English does not make sense, except perhaps to those who are too busy laughing - your cynicism is evident in your response.

 08:3",0
1676,"This is not an encyclopedia article, especially this bit:
Armed once again with a song that possesses all the classic attributes of a successful Eurovision entry - a catchy, feel-good melody, and a key-change that builds up to a big finish - Chiara is highly likely to enter the contest as one of the favourites.
This is more like a newspaper article. It should be removed. Chiara's fame is also not worthy of mention in an encyclopedia. We might as well start writing about the grocer or shopowner round the corner.",0
2735,"EXCLUSIVE: WHERE WILLIAM, KATE, AND GEORGE ARE HEADED FOR A MONTH-LONG SUMMER VACATION

They have spent the last two days supporting Great Britain at the Commonwealth Games in Glasgow, but __William__and __Kate__can look forward to a well-deserved month off in August.

The Duke and Duchess of Cambridge have cleared their diaries and will be holidaying in the U.K., Royal Watch can reveal. William and Kate usually jet off to the private island of Mustique, but they are planning to stay a little closer to home this summer. Sources say they will be taking __Prince George__to Scotland next month to __Charles__and Camilla, at their Highland home, and they will also take Prince George to see the __Queen__and __Prince Philip__at Balmoral.

According to my sources, the couple will spend the rest of the time off in Norfolk, where the final refurbishments are being completed at their new country home, Anmer Hall, on the Queen's Sandringham Estate.

Kate has been hands-on with the renovations and has helped with the redesign and interiors, and is apparently keen to make sure the final touches go exactly as planned.

""They will be at Anmer for much of the time they have off,"" a source revealed to Royal Watch. ""They cannot wait to move in and they want to make sure the last stages of the refurb go to plan.

The 10-bedroom house has its own tennis court and swimming pool-perfect for little Prince George, who has recently been enjoying swimming lessons at the pool at Buckingham Palace.

The Duchess revealed while at the games that Prince George loves splashing about in the water.

The Cambridges are heading to Belgium with __Prince__Harry for World War I commemorations next Monday, but after that their holiday begins and they can relax until September.
",0
680,"I heard Mark Kermode say today that Turbo was rubbish, and he's never *cough* wrong! He doesn't like F1 but he loved Senna and liked Rush as well.",1
225,"Why don't you run cry to your mommy, little Aspie?",1
2884,"Kanye West Celebrates 40th Birthday With Kim Kardashian in the Bahamas, Then Gets Back to Work

The “Famous” rapper rocked a beige sweater, camouflage cargo pants, and his new, unreleased Yeezy sneakers while leaving a business meeting on Wednesday (June 7) in Calabasas, Calif.

This past week, Kanye and his wife Kim Kardashian dropped nearly half a million dollars (via E! News) and headed to the Bahamas with their family for some early birthday celebrations.

The two “had a great time on vacation in Baker’s Bay [on the island of Great Guana Cay in the Bahamas],” Entertainment Tonight reports. “They spent six days at a private home and were able to go totally off the map. No work or social media, it’s just what their family needed. Kanye brought his friend, Don Crowley, along with his family. The children had a great time. They hung around at the pool most of the day.”

They reportedly stayed at the home of Mike Meldman, who owns Casamigos Tequila along with with Rande Gerber and George Clooney.

“Cheers!” Kim captioned an Instagram video of herself living it up in a black bikini (below).

Two weeks ago, Kanye and Kim rang in three years of marriage with a romantic meal.
",0
45,"Stop trolling, zapatancas, calling me a liar merely demonstartes that you arer Zapatancas. You may choose to chase every legitimate editor from this site and ignore me but I am an editor with a record that isnt 99% trolling and therefore my wishes are not to be completely ignored by a sockpuppet like yourself. The consensus is overwhelmingly against you and your trollin g lover Zapatancas,",1
692,"We're supposed to forget about the 8 million people in Africa with HIV. P I guess all them are gay, too, right? Can we just delete this fucking section? I mean, really. Anonymous prick should move to Iran. 98.232.181.201",1
1527,I believe someone else was responsible for citing Talbot as reliance for the 50 year polity of the Musunuri Nayaks. I merely checked old versions to see why such obvious facts were left out. An alternate citation can be provided to confirm if you find Talbot wanting here.,0
2592,"Keith Urban Jealous: Nicole Kidman Admits She Begged HBO To Cast Alexander Skarsgard As Her Love Interest | Celeb Dirty Laundry

Nicole Kidman is making it pretty clear that she desperately wanted Alexander Skarsgard to be cast as her husband in ‘Big Little Lies.’ Nicole is starring in the new HBO drama series along with Reese Witherspoon, Shailene Woodley and Laura Dern. The show tells the story of three mothers who try to move on after a tragedy that almost destroyed their lives.

The Hollywood actress even said that she almost begged producers to cast Alexander, who is often regarded as one of the hottest stars in the celebrity world. In fact, Nicole even told Vulture in a new interview, “Yeah, he was so good. I wanted him badly! I was like come on, please. Come on, HBO, we’ve gotta get him. And, obviously, he’s very tall as well, which is really, really helpful for me. It’s not often that I look small. So physically he’s very dominating as well, which is frightening, but I take him on.”

With that being said, a lot of Nicole’s fans can’t help but wonder if she might be throwing a little shade towards her husband Keith Urban’s direction. After all, Nicole often towers him whenever they are on the red carpet together.

Plus, Nicole has even admitted that Keith doesn’t feel comfortable watching her love scenes with Alexander on ‘Big Little Lies.’ She said that even though Keith understands that her intimate sex scenes are part of her job, the country singer still watches them with only one eye open.

Of course, it’s not surprising that Nicole Kidman would want to work with someone like Alexander Skarsgard. He’s a Hollywood sex symbol. Plus, the characters on ‘Big Little Lies’ often comment on how beautiful Nicole and Alexander’s characters are on the show. Together, they are a perfect couple on the outside, but with plenty of deep dark secrets that no one knows about in the inside.

Knowing how much sex appeal he has, it’s no wonder that Nicole wanted to be paired with him on the small screen. No one else can play a troubled, yet sexy husband, father, and businessman the way Alexander does.

Tell us, are you surprised that Nicole Kidman wanted Alexander Skarsgard in ‘Big Little Lies?’ What do you think of Nicole’s role on the show? Let us know what you think by dropping us a line with your thoughts in our comments section below. Also, don’t forget to check back with CDL for all the latest news and updates on Nicole Kidman right here!
",2
591,"Juergen Klinsmann 

He represents the USA...  
http://en.wikipedia.org/wiki/Juergen_Klinsmann

He has a USA passport.
Why is he listed as a German???

You're robbing us all of the fact that Julian Green grew up almost exclusively in Germany and denying that.  That's factually inaccurate and it should be pointed out that he's an American-German.  What's right is right.  What's accurate is accurate.  Don't be a wanker.",1
1317,"""
The name """"Yuen Lou"""" looks to be just a variation of """"Yuen Lo"""", the name Jackie used under his sifu at the opera school.  """,0
1435,"|listas = Schaefer, Nolan",0
1699,""". I have a good knowledge of Spanish and am also using my advanced spanish dictionary to help. """"Gentilicio"""" doesn't translate on the web and using my dictionary is clearly refers to demonym""",0
2133,"""
The titles need not show that the characters are related, all about this is in the articles. You see, the nature of fiction is that it's not necessarily coherent. Since this article is not about Malcolm Wilkerson in the first episode of the show """"Malcolm in the Middle"""" but about the character throughout the show, it is indeed inaccurate to use a name for the character that was only used for the pilot episode. For the entire rest of the seven season run, the character's name was only """"Malcolm"""". This is not a question of beauty or taste, but of plain accuracy. A title like """"Malcolm (XXX)"""" my appear clumsy, but Wilkerson is not an alternative. In my opinion. If can't build consensus on this between the two of us, I suggest asking for additional input at Wikipedia talk:Naming conventions, since I didn't find anything in the guidelines for a specific case like this (although I'm fairly sure the fact that the character's name was """"Wilkerson"""" only during the first of 151 episodes of the show means that calling the character """"Wilkerson"""", esp. in the title, is inaccurate). —'''''' """,0
1830,"Looking back (Off Topic) 

I initially made this entry for Jenner back when I was in 12th grade. 4 (or is it 5) years later, it's nice to see a few of my lines still untouched from edits )",0
